Marca_Cod,Marca,Modelo_Cod,Modelo,Ano,Versao,Versao_Cod,Combustivel_Gasolina,Combustivel_Alcool,Consumo_Cidade_Gasolina,Consumo_Cidade_Alcool,Consumo_Estrada_Gasolina,Consumo_Estrada_Alcool,Chave_A,Chave_B,Combustivel
40,Outras,2417,ETIOS HATCH,2021,Etios 1.3 X,30454,Álcool,Gasolina,8.6,12.6,9.8,14.2,40-2417-2021,40-2417-30454-2021,FLEX
31,Renault,2634,SANDERO STEPWAY,2022,Sandero Stepway Zen 1.6,30787,Álcool,Gasolina,8.6,12,9.1,13.1,31-2634-2022,31-2634-30787-2022,FLEX
31,Renault,2634,SANDERO STEPWAY,2021,Sandero Stepway Zen 1.6,30109,Álcool,Gasolina,8.6,12,9.1,13.1,31-2634-2021,31-2634-30109-2021,FLEX
30,Porsche,873,911 CABRIOLET,2020,911 3.0 Carrera S Cabrio,30127,Gasolina,N/D,8.6,N/D,13.2,N/D,30-873-2020,30-873-30127-2020,GASOLINA
40,Outras,2417,ETIOS HATCH,2020,Etios X 1.3 (Flex),29386,Álcool,Gasolina,8.6,12.6,9.8,14.2,40-2417-2020,40-2417-29386-2020,FLEX
31,Renault,903,MEGANE GRAND TOUR,2013,Mégane Grand Tour Dynamique 1.6 16V (flex),13579,Álcool,Gasolina,8.6,N/D,11.3,N/D,31-903-2013,31-903-13579-2013,FLEX
16,Honda,1036,CITY,2010,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2010,16-1036-30633-2010,FLEX
40,Outras,2417,ETIOS HATCH,2019,Etios X Standard 1.3 (Flex),28545,Álcool,Gasolina,8.6,12.6,9.8,14.2,40-2417-2019,40-2417-28545-2019,FLEX
40,Outras,2417,ETIOS HATCH,2018,Etios X 1.3 (Flex),27136,Álcool,Gasolina,8.6,12.6,9.8,14.2,40-2417-2018,40-2417-27136-2018,FLEX
16,Honda,1036,CITY,2011,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2011,16-1036-30633-2011,FLEX
41,SsangYong,930,ACTYON SPORTS,2015,Actyon Sports 2.0 GLS 4WD,21866,Diesel,N/D,8.5,N/D,N/D,N/D,41-930-2015,41-930-21866-2015,DIESEL
40,Outras,2418,ETIOS SEDAN,2019,Etios Sedan X Standard 1.5 (Flex) (Aut),28556,Álcool,Gasolina,8.5,12.5,10.3,15,40-2418-2019,40-2418-28556-2019,FLEX
18,Jaguar,947,XF,2020,XF 2.0 R-Sport,29881,Gasolina,N/D,8.5,N/D,11.9,N/D,18-947-2020,18-947-29881-2020,GASOLINA
40,Outras,2418,ETIOS SEDAN,2018,Etios Sedan X 1.5 (Flex),27142,Álcool,Gasolina,8.5,12.5,10.3,15,40-2418-2018,40-2418-27142-2018,FLEX
40,Outras,2417,ETIOS HATCH,2015,Etios X 1.3 (Flex),21586,Álcool,Gasolina,8.5,12.5,9,13,40-2417-2015,40-2417-21586-2015,FLEX
28,Nissan,2318,VERSA,2017,Versa 1.0 12V (Flex),26100,Álcool,Gasolina,8.5,12.6,10.4,15.2,28-2318-2017,28-2318-26100-2017,FLEX
40,Outras,2418,ETIOS SEDAN,2021,Etios Sedan X 1.5 (Flex),30458,Álcool,Gasolina,8.5,12.5,10.3,15,40-2418-2021,40-2418-30458-2021,FLEX
38,Volvo,994,XC60,2021,XC60 2.0 T5 Momentum 4WD,30831,Gasolina,N/D,8.5,N/D,10.3,N/D,38-994-2021,38-994-30831-2021,GASOLINA
40,Outras,2417,ETIOS HATCH,2016,Etios X 1.3 (Flex),22481,Álcool,Gasolina,8.5,12.5,9,13,40-2417-2016,40-2417-22481-2016,FLEX
40,Outras,2417,ETIOS HATCH,2013,Etios 1.3 (Flex),14416,Álcool,Gasolina,8.5,N/D,9,N/D,40-2417-2013,40-2417-14416-2013,FLEX
35,Toyota,2418,ETIOS SEDAN,2018,Etios Sedan X 1.5 (Flex),27142,Álcool,Gasolina,8.5,12.5,10.3,15,35-2418-2018,35-2418-27142-2018,FLEX
35,Toyota,2418,ETIOS SEDAN,2019,Etios Sedan X Standard 1.5 (Flex) (Aut),28556,Álcool,Gasolina,8.5,12.5,10.3,15,35-2418-2019,35-2418-28556-2019,FLEX
35,Toyota,2418,ETIOS SEDAN,2021,Etios Sedan X 1.5 (Flex),30458,Álcool,Gasolina,8.5,12.5,10.3,15,35-2418-2021,35-2418-30458-2021,FLEX
35,Toyota,2417,ETIOS HATCH,2013,Etios 1.3 (Flex),14416,Álcool,Gasolina,8.5,N/D,9,N/D,35-2417-2013,35-2417-14416-2013,FLEX
35,Toyota,2417,ETIOS HATCH,2014,Etios 1.3 (Flex),15413,Álcool,Gasolina,8.5,N/D,9,N/D,35-2417-2014,35-2417-15413-2014,FLEX
35,Toyota,2417,ETIOS HATCH,2015,Etios X 1.3 (Flex),21586,Álcool,Gasolina,8.5,12.5,9,13,35-2417-2015,35-2417-21586-2015,FLEX
40,Outras,2417,ETIOS HATCH,2014,Etios 1.3 (Flex),15413,Álcool,Gasolina,8.5,N/D,9,N/D,40-2417-2014,40-2417-15413-2014,FLEX
35,Toyota,2417,ETIOS HATCH,2016,Etios X 1.3 (Flex),22481,Álcool,Gasolina,8.5,12.5,9,13,35-2417-2016,35-2417-22481-2016,FLEX
106,Lifan,2760,X80,2019,X80 2.0 VIP,28913,Gasolina,N/D,8.4,N/D,12.3,N/D,106-2760-2019,106-2760-28913-2019,GASOLINA
40,Outras,2418,ETIOS SEDAN,2015,Etios Sedan X 1.5 (Flex),21591,Álcool,Gasolina,8.4,11.9,9.3,14,40-2418-2015,40-2418-21591-2015,FLEX
40,Outras,2418,ETIOS SEDAN,2016,Etios Sedan X 1.5 (Flex),22488,Álcool,Gasolina,8.4,11.9,9.3,14,40-2418-2016,40-2418-22488-2016,FLEX
29,Peugeot,2384,508,2013,508 1.6 THP,14076,Gasolina,N/D,8.4,N/D,11.4,N/D,29-2384-2013,29-2384-14076-2013,GASOLINA
40,Outras,2758,YARIS HATCH,2020,Yaris 1.3 XL Live,29730,Álcool,Gasolina,8.4,12.1,10,14.2,40-2758-2020,40-2758-29730-2020,FLEX
35,Toyota,2418,ETIOS SEDAN,2016,Etios Sedan X 1.5 (Flex),22488,Álcool,Gasolina,8.4,11.9,9.3,14,35-2418-2016,35-2418-22488-2016,FLEX
35,Toyota,2418,ETIOS SEDAN,2015,Etios Sedan X 1.5 (Flex),21591,Álcool,Gasolina,8.4,11.9,9.3,14,35-2418-2015,35-2418-21591-2015,FLEX
35,Toyota,2418,ETIOS SEDAN,2014,Etios Sedan X 1.5 (Flex),15417,Álcool,Gasolina,8.4,11.9,9.3,14,35-2418-2014,35-2418-15417-2014,FLEX
27,Mitsubishi,384,LANCER,2016,Lancer 2.0 16V,22346,Gasolina,N/D,8.4,N/D,10.3,N/D,27-384-2016,27-384-22346-2016,GASOLINA
27,Mitsubishi,384,LANCER,2015,Lancer 2.0 16V,21884,N/D,N/D,8.4,N/D,10.3,N/D,27-384-2015,27-384-21884-2015,N/D
35,Toyota,2418,ETIOS SEDAN,2013,Etios Sedan X 1.5 (Flex),14419,Álcool,Gasolina,8.4,N/D,9.3,N/D,35-2418-2013,35-2418-14419-2013,FLEX
35,Toyota,2758,YARIS HATCH,2021,Yaris 1.3 XL Live,30409,Álcool,Gasolina,8.4,12.1,10,14.2,35-2758-2021,35-2758-30409-2021,FLEX
35,Toyota,2758,YARIS HATCH,2020,Yaris 1.3 XL Live,29730,Álcool,Gasolina,8.4,12.1,10,14.2,35-2758-2020,35-2758-29730-2020,FLEX
27,Mitsubishi,384,LANCER,2014,Lancer 2.0 16V,15201,Gasolina,N/D,8.4,N/D,10.3,N/D,27-384-2014,27-384-15201-2014,GASOLINA
40,Outras,2758,YARIS HATCH,2021,Yaris 1.3 XL Live,30409,Álcool,Gasolina,8.4,12.1,10,14.2,40-2758-2021,40-2758-30409-2021,FLEX
31,Renault,919,SANDERO,2014,Sandero Authentique 1.0 16V (flex),15124,Álcool,Gasolina,8.4,12.9,9.2,13.8,31-919-2014,31-919-15124-2014,FLEX
40,Outras,2418,ETIOS SEDAN,2013,Etios Sedan X 1.5 (Flex),14419,Álcool,Gasolina,8.4,N/D,9.3,N/D,40-2418-2013,40-2418-14419-2013,FLEX
40,Outras,2418,ETIOS SEDAN,2014,Etios Sedan X 1.5 (Flex),15417,Álcool,Gasolina,8.4,11.9,9.3,14,40-2418-2014,40-2418-15417-2014,FLEX
16,Honda,233,FIT,2011,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2011,16-233-31036-2011,FLEX
16,Honda,233,FIT,2012,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2012,16-233-31036-2012,FLEX
16,Honda,233,FIT,2009,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2009,16-233-31036-2009,FLEX
16,Honda,233,FIT,2008,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2008,16-233-31036-2008,FLEX
16,Honda,233,FIT,2007,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2007,16-233-31036-2007,FLEX
16,Honda,233,FIT,2013,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2013,16-233-31036-2013,FLEX
16,Honda,233,FIT,2014,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2014,16-233-31036-2014,FLEX
17,Hyundai,2439,HB20X,2016,HB20X 1.6 Vision,30974,Álcool,Gasolina,8.3,11.8,9.6,13.9,17-2439-2016,17-2439-30974-2016,FLEX
16,Honda,233,FIT,2016,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2016,16-233-31036-2016,FLEX
16,Honda,233,FIT,2017,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2017,16-233-31036-2017,FLEX
16,Honda,233,FIT,2018,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2018,16-233-31036-2018,FLEX
27,Mitsubishi,384,LANCER,2017,Lancer 2.0 16V,26389,Gasolina,N/D,8.3,N/D,10.3,N/D,27-384-2017,27-384-26389-2017,GASOLINA
16,Honda,233,FIT,2019,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2019,16-233-31036-2019,FLEX
16,Honda,233,FIT,2020,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2020,16-233-31036-2020,FLEX
16,Honda,233,FIT,2006,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2006,16-233-31036-2006,FLEX
16,Honda,233,FIT,2015,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2015,16-233-31036-2015,FLEX
27,Mitsubishi,875,PAJERO FULL,2020,Pajero Full 3.2 DI-D 3D HPE 4WD,29582,Diesel,N/D,8.3,N/D,9.9,N/D,27-875-2020,27-875-29582-2020,DIESEL
16,Honda,233,FIT,2005,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2005,16-233-31036-2005,FLEX
17,Hyundai,2439,HB20X,2018,HB20X 1.6 Vision,30974,Álcool,Gasolina,8.3,11.8,9.6,13.9,17-2439-2018,17-2439-30974-2018,FLEX
17,Hyundai,2439,HB20X,2015,HB20X 1.6 Vision,30974,Álcool,Gasolina,8.3,11.8,9.6,13.9,17-2439-2015,17-2439-30974-2015,FLEX
3,Audi,2257,A7,2021,A7 3.0 Performance Black S-Tronic Quattro,30707,Gasolina,N/D,8.3,N/D,10.4,N/D,3-2257-2021,3-2257-30707-2021,GASOLINA
3,Audi,18,A6,2021,A6 3.0 Performance Black S-Tronic Quattro,30706,Gasolina,N/D,8.3,N/D,10.3,N/D,3-18-2021,3-18-30706-2021,GASOLINA
40,Outras,2759,YARIS SEDAN,2020,Yaris Sedan 1.5 XL Live,29737,Álcool,Gasolina,8.3,12,10.1,14.6,40-2759-2020,40-2759-29737-2020,FLEX
40,Outras,2759,YARIS SEDAN,2021,Yaris Sedan 1.5 XL Live,30415,Álcool,Gasolina,8.3,12,10.1,14.6,40-2759-2021,40-2759-30415-2021,FLEX
17,Hyundai,2439,HB20X,2017,HB20X 1.6 Vision,30974,Álcool,Gasolina,8.3,11.8,9.6,13.9,17-2439-2017,17-2439-30974-2017,FLEX
40,Outras,465,CAMRY,2019,Camry 3.5 V6 XLE,29173,Gasolina,N/D,8.3,N/D,11.5,N/D,40-465-2019,40-465-29173-2019,GASOLINA
16,Honda,233,FIT,2004,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2004,16-233-31036-2004,FLEX
40,Outras,465,CAMRY,2018,Camry 3.5 V6 VVT-i (Aut),28375,Gasolina,N/D,8.3,N/D,11.5,N/D,40-465-2018,40-465-28375-2018,GASOLINA
17,Hyundai,2439,HB20X,2014,HB20X 1.6 Vision,30974,Álcool,Gasolina,8.3,11.8,9.6,13.9,17-2439-2014,17-2439-30974-2014,FLEX
14,Fiat,601,STRADA,2022,Strada 1.4 Cabine Plus Endurance,31158,Álcool,Gasolina,8.3,11.8,8.8,12.4,14-601-2022,14-601-31158-2022,FLEX
16,Honda,233,FIT,2021,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2021,16-233-31036-2021,FLEX
17,Hyundai,2439,HB20X,2022,HB20X 1.6 Vision,30974,Álcool,Gasolina,8.3,11.8,9.6,13.9,17-2439-2022,17-2439-30974-2022,FLEX
16,Honda,233,FIT,2003,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2003,16-233-31036-2003,FLEX
16,Honda,233,FIT,2010,Fit 1.5 DX,31036,Álcool,Gasolina,8.3,11.6,9.5,13.6,16-233-2010,16-233-31036-2010,FLEX
40,Outras,465,CAMRY,2020,Camry 3.5 V6 XLE (Aut),30313,Gasolina,N/D,8.3,N/D,11.5,N/D,40-465-2020,40-465-30313-2020,GASOLINA
35,Toyota,2418,ETIOS SEDAN,2020,Etios Sedan X 1.5 (Flex),29392,Álcool,Gasolina,8.3,12.4,9.8,14.1,35-2418-2020,35-2418-29392-2020,FLEX
35,Toyota,2759,YARIS SEDAN,2021,Yaris Sedan 1.5 XL Live,30415,Álcool,Gasolina,8.3,12,10.1,14.6,35-2759-2021,35-2759-30415-2021,FLEX
40,Outras,2418,ETIOS SEDAN,2020,Etios Sedan X 1.5 (Flex),29392,Álcool,Gasolina,8.3,12.4,9.8,14.1,40-2418-2020,40-2418-29392-2020,FLEX
35,Toyota,2759,YARIS SEDAN,2020,Yaris Sedan 1.5 XL Live,29737,Álcool,Gasolina,8.3,12,10.1,14.6,35-2759-2020,35-2759-29737-2020,FLEX
36,Volkswagen,2750,VIRTUS,2020,Virtus 1.6 MSI (Flex),29531,Álcool,Gasolina,8.2,11.9,9.5,13.8,36-2750-2020,36-2750-29531-2020,FLEX
36,Volkswagen,488,PASSAT VARIANT,1997,Passat Variant 1.8 20V,16379,N/D,N/D,8.2,N/D,15.6,N/D,36-488-1997,36-488-16379-1997,N/D
36,Volkswagen,480,GOL,2017,Gol 1.0 MPI Trendline (Flex) 2p,25873,Álcool,Gasolina,8.2,10.3,12.9,14.5,36-480-2017,36-480-25873-2017,FLEX
30,Porsche,2541,MACAN,2018,Macan 2.0 PDK 4WD,28105,Gasolina,N/D,8.2,N/D,10.8,N/D,30-2541-2018,30-2541-28105-2018,GASOLINA
5,Chevrolet,567,TRACKER,2022,Tracker 1.0 Turbo (PCD) (Aut),31063,Álcool,Gasolina,8.2,11.9,9.6,13.7,5-567-2022,5-567-31063-2022,FLEX
29,Peugeot,2393,308 CC,2013,308 CC 1.6 16V THP (Aut),14541,Gasolina,N/D,8.2,N/D,12,N/D,29-2393-2013,29-2393-14541-2013,GASOLINA
36,Volkswagen,487,PASSAT,1998,Passat 1.8 20V,17120,N/D,N/D,8.2,N/D,12.3,N/D,36-487-1998,36-487-17120-1998,N/D
29,Peugeot,2393,308 CC,2014,308 CC 1.6 16V THP (Aut),15260,Gasolina,N/D,8.2,N/D,12,N/D,29-2393-2014,29-2393-15260-2014,GASOLINA
38,Volvo,994,XC60,2018,XC60 2.0 T5 Momentum AWD,27870,Gasolina,N/D,8.2,N/D,10.9,N/D,38-994-2018,38-994-27870-2018,GASOLINA
36,Volkswagen,2750,VIRTUS,2018,Virtus 1.6 MSI (Flex),28436,Álcool,Gasolina,8.2,11.9,9.5,13.8,36-2750-2018,36-2750-28436-2018,FLEX
30,Porsche,2541,MACAN,2015,Macan 2.0 PDK 4WD,25451,Gasolina,N/D,8.2,N/D,10.8,N/D,30-2541-2015,30-2541-25451-2015,GASOLINA
30,Porsche,2541,MACAN,2016,Macan 2.0 PDK 4WD,26003,Gasolina,N/D,8.2,N/D,10.8,N/D,30-2541-2016,30-2541-26003-2016,GASOLINA
36,Volkswagen,488,PASSAT VARIANT,1998,Passat Variant 1.8 20V,17123,N/D,N/D,8.2,N/D,15.6,N/D,36-488-1998,36-488-17123-1998,N/D
36,Volkswagen,2750,VIRTUS,2019,Virtus 1.6 MSI (Flex),28842,Álcool,Gasolina,8.2,11.9,9.5,13.8,36-2750-2019,36-2750-28842-2019,FLEX
30,Porsche,2541,MACAN,2017,Macan 2.0 PDK 4WD,26132,Gasolina,N/D,8.2,N/D,10.8,N/D,30-2541-2017,30-2541-26132-2017,GASOLINA
30,Porsche,420,911,2018,911 3.0 Carrera Coupe PDK,28087,Gasolina,N/D,8.2,N/D,10.8,N/D,30-420-2018,30-420-28087-2018,GASOLINA
30,Porsche,873,911 CABRIOLET,2019,911 3.0 Carrera Cabriolet,29940,Gasolina,N/D,8.2,N/D,10.8,N/D,30-873-2019,30-873-29940-2019,GASOLINA
30,Porsche,873,911 CABRIOLET,2018,911 3.0 Carrera Cabriolet PDK,28086,Gasolina,N/D,8.2,N/D,10.8,N/D,30-873-2018,30-873-28086-2018,GASOLINA
30,Porsche,420,911,2019,911 3.0 Carrera T,29943,Gasolina,N/D,8.2,N/D,10.8,N/D,30-420-2019,30-420-29943-2019,GASOLINA
36,Volkswagen,487,PASSAT,1997,Passat 1.8 20V,16376,N/D,N/D,8.2,N/D,12.3,N/D,36-487-1997,36-487-16376-1997,N/D
31,Renault,919,SANDERO,2016,Sandero Authentique Plus 1.0 16V (Flex),22436,Álcool,Gasolina,8.1,11.9,9.2,13.4,31-919-2016,31-919-22436-2016,FLEX
31,Renault,919,SANDERO,2015,Sandero Authentique 1.0 16V (Flex),17851,Álcool,Gasolina,8.1,11.9,9.2,13.4,31-919-2015,31-919-17851-2015,FLEX
228,Jac,2731,T40,2022,T40 Plus 1.5,31028,Álcool,Gasolina,8.1,11.9,8.7,12.8,228-2731-2022,228-2731-31028-2022,FLEX
40,Outras,767,RAV4,2012,RAV4 4x2 2.4 16V (aut),13734,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2012,40-767-13734-2012,GASOLINA
40,Outras,766,LAND CRUISER PRADO,2006,Land Cruiser Prado 4x4 3.0 Turbo,3100,Diesel,N/D,8.1,N/D,9.9,N/D,40-766-2006,40-766-3100-2006,DIESEL
36,Volkswagen,488,PASSAT VARIANT,2011,Passat Variant Comfortline 2.0 FSI Turbo,4993,Gasolina,N/D,8.1,N/D,15.2,N/D,36-488-2011,36-488-4993-2011,GASOLINA
40,Outras,766,LAND CRUISER PRADO,2009,Land Cruiser Prado 4x4 3.0 Turbo,4685,Diesel,N/D,8.1,N/D,9.9,N/D,40-766-2009,40-766-4685-2009,DIESEL
36,Volkswagen,488,PASSAT VARIANT,2010,Passat Variant Comfortline 2.0 FSI Turbo,4993,Gasolina,N/D,8.1,N/D,15.2,N/D,36-488-2010,36-488-4993-2010,GASOLINA
40,Outras,767,RAV4,2011,RAV4 4x2 2.4 16V (aut),8459,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2011,40-767-8459-2011,GASOLINA
40,Outras,767,RAV4,2010,RAV4 4x4 2.4 16V (aut),8331,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2010,40-767-8331-2010,GASOLINA
40,Outras,767,RAV4,2009,RAV4 4x4 2.4 16V (aut),8172,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2009,40-767-8172-2009,GASOLINA
40,Outras,767,RAV4,2008,RAV4 4x4 2.4 16V (aut),6605,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2008,40-767-6605-2008,GASOLINA
31,Renault,2634,SANDERO STEPWAY,2019,Sandero Stepway Expression 1.6 16V SCe (Flex),28740,Álcool,Gasolina,8.1,12,8.2,11.9,31-2634-2019,31-2634-28740-2019,FLEX
40,Outras,767,RAV4,2007,RAV4 4x4 2.4 16V (aut),4395,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2007,40-767-4395-2007,GASOLINA
31,Renault,2634,SANDERO STEPWAY,2018,Sandero Stepway Expression 1.6 16V SCe (Flex),28025,Álcool,Gasolina,8.1,12,8.2,11.9,31-2634-2018,31-2634-28025-2018,FLEX
40,Outras,767,RAV4,2005,RAV4 4x4 2.0 16V (Auto),3102,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2005,40-767-3102-2005,GASOLINA
16,Honda,2720,WR-V,2021,WR-V 1.5 LX CVT,30527,Álcool,Gasolina,8.1,11.7,8.8,12.4,16-2720-2021,16-2720-30527-2021,FLEX
40,Outras,766,LAND CRUISER PRADO,2004,Land Cruiser Prado 4x4 3.0 Turbo,19465,Diesel,N/D,8.1,N/D,9.9,N/D,40-766-2004,40-766-19465-2004,DIESEL
40,Outras,766,LAND CRUISER PRADO,2007,Land Cruiser Prado 4x4 3.0 Turbo,4153,Diesel,N/D,8.1,N/D,9.9,N/D,40-766-2007,40-766-4153-2007,DIESEL
40,Outras,766,LAND CRUISER PRADO,2008,Land Cruiser Prado 4x4 3.0 Turbo,8171,Diesel,N/D,8.1,N/D,9.9,N/D,40-766-2008,40-766-8171-2008,DIESEL
31,Renault,910,LOGAN,2014,Logan Authentique 1.0 16V (flex),15930,Álcool,Gasolina,8.1,N/D,9.2,N/D,31-910-2014,31-910-15930-2014,FLEX
40,Outras,766,LAND CRUISER PRADO,2010,Land Cruiser Prado 4x4 3.0 Turbo (aut),8330,Diesel,N/D,8.1,N/D,9.9,N/D,40-766-2010,40-766-8330-2010,DIESEL
31,Renault,910,LOGAN,2015,Logan Authentique 1.0 16V (flex),17751,Álcool,Gasolina,8.1,11.9,9.2,13.4,31-910-2015,31-910-17751-2015,FLEX
31,Renault,910,LOGAN,2016,Logan Authentique Plus 1.0 16V (flex),22416,Álcool,Gasolina,8.1,11.9,9.2,13.4,31-910-2016,31-910-22416-2016,FLEX
36,Volkswagen,487,PASSAT,2011,Passat Comfortline 2.0 FSI Turbo,4991,Gasolina,N/D,8.1,N/D,15.4,N/D,36-487-2011,36-487-4991-2011,GASOLINA
36,Volkswagen,487,PASSAT,2010,Passat Comfortline 2.0 FSI Turbo,4991,Gasolina,N/D,8.1,N/D,15.4,N/D,36-487-2010,36-487-4991-2010,GASOLINA
40,Outras,767,RAV4,2004,RAV4 4x4 2.0 16V (Auto),19750,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2004,40-767-19750-2004,GASOLINA
31,Renault,910,LOGAN,2017,Logan Authentique 1.0 16V (flex),22415,Álcool,Gasolina,8.1,11.9,9.2,13.4,31-910-2017,31-910-22415-2017,FLEX
40,Outras,767,RAV4,2006,RAV4 4x4 2.4 16V (Auto),4451,Gasolina,N/D,8.1,N/D,13.2,N/D,40-767-2006,40-767-4451-2006,GASOLINA
40,Outras,766,LAND CRUISER PRADO,2005,Land Cruiser Prado 4x4 3.0 Turbo,19466,Diesel,N/D,8.1,N/D,9.9,N/D,40-766-2005,40-766-19466-2005,DIESEL
28,Nissan,2696,KICKS,2017,Kicks 1.6 SV Limited CVT (Flex),27034,Álcool,Gasolina,8.1,11.4,9.6,13.7,28-2696-2017,28-2696-27034-2017,FLEX
30,Porsche,420,911,2016,911 3.4 Carrera Coupe Black Edition,26183,Gasolina,N/D,8.1,N/D,14.3,N/D,30-420-2016,30-420-26183-2016,GASOLINA
16,Honda,2720,WR-V,2020,WR-V 1.5 LX CVT,30527,Álcool,Gasolina,8.1,11.7,8.8,12.4,16-2720-2020,16-2720-30527-2020,FLEX
16,Honda,2720,WR-V,2019,WR-V 1.5 LX CVT,30527,Álcool,Gasolina,8.1,11.7,8.8,12.4,16-2720-2019,16-2720-30527-2019,FLEX
16,Honda,2720,WR-V,2018,WR-V 1.5 LX CVT,30527,Álcool,Gasolina,8.1,11.7,8.8,12.4,16-2720-2018,16-2720-30527-2018,FLEX
5,Chevrolet,2388,SPIN,2020,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2020,5-2388-31172-2020,FLEX
5,Chevrolet,2388,SPIN,2016,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2016,5-2388-31172-2016,FLEX
5,Chevrolet,2388,SPIN,2019,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2019,5-2388-31172-2019,FLEX
5,Chevrolet,2388,SPIN,2017,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2017,5-2388-31172-2017,FLEX
5,Chevrolet,2388,SPIN,2018,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2018,5-2388-31172-2018,FLEX
5,Chevrolet,2388,SPIN,2015,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2015,5-2388-31172-2015,FLEX
5,Chevrolet,2388,SPIN,2014,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2014,5-2388-31172-2014,FLEX
5,Chevrolet,2388,SPIN,2013,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8.0,11.7,9.3,13.6,5-2388-2013,5-2388-31172-2013,FLEX
14,Fiat,1087,UNO,2013,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2013,14-1087-30473-2013,FLEX
36,Volkswagen,475,APOLLO,1991,Apollo GL 1.8,1713,N/D,N/D,8,N/D,12,N/D,36-475-1991,36-475-1713-1991,N/D
30,Porsche,2541,MACAN,2020,Macan 2.0 PDK,30622,Gasolina,N/D,8,N/D,9,N/D,30-2541-2020,30-2541-30622-2020,GASOLINA
36,Volkswagen,475,APOLLO,1992,Apollo GL 1.8,1713,N/D,N/D,8,N/D,12,N/D,36-475-1992,36-475-1713-1992,N/D
36,Volkswagen,479,FUSCA,1983,Fusca 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1983,36-479-3201-1983,N/D
36,Volkswagen,479,FUSCA,1982,Fusca 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1982,36-479-3201-1982,N/D
36,Volkswagen,479,FUSCA,1981,Fusca 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1981,36-479-3201-1981,N/D
30,Porsche,428,BOXSTER,2014,Boxster 2.7 PDK,15539,Gasolina,N/D,8,N/D,11.9,N/D,30-428-2014,30-428-15539-2014,GASOLINA
